,PlatformWindows,PlatformLinux,PlatformMac,GenreIsNonGame
114,True,False,False,False
115,True,False,False,False
116,True,False,False,False
117,True,False,False,False
118,True,False,False,False
119,True,False,False,False
120,True,False,False,False
121,True,False,True,False
122,True,False,False,False
123,True,False,False,False
124,True,False,False,False
125,True,False,False,False
126,True,False,False,False
127,True,False,False,False
128,True,False,True,False
129,True,False,False,False
130,True,False,False,False
131,True,False,False,False
132,True,False,True,False
133,True,False,True,False
134,True,False,False,False
135,True,False,False,False
136,True,False,False,False
137,True,False,False,False
138,True,False,False,False
139,True,False,False,False
140,True,False,False,False
141,True,False,False,False
142,True,False,False,False
143,True,True,True,False
144,True,False,True,False
145,True,False,False,False
146,True,False,False,False
147,True,False,False,False
148,True,False,False,False
149,True,False,True,False
150,True,True,True,False
151,True,False,False,False
152,True,False,False,False
153,True,False,False,False
154,True,False,False,False
155,True,False,False,False
156,True,False,False,False
157,True,False,False,False
158,True,False,False,False
159,True,False,False,False
160,True,False,False,False
161,True,False,False,False
162,True,False,False,False
163,True,False,False,False
164,True,False,False,False
165,True,False,False,False
166,True,False,False,False
167,True,True,True,False
168,True,False,False,False
169,True,False,False,False
170,True,False,False,False
171,True,True,True,False
172,True,False,False,False
173,True,False,False,False
174,True,False,False,False
175,True,False,False,False
176,True,False,False,False
177,True,False,False,False
178,True,True,False,False
179,True,True,False,False
180,True,False,False,False
181,True,False,True,False
182,True,False,True,False
183,True,False,True,False
184,True,False,True,False
185,True,False,False,False
186,True,False,False,False
187,True,False,False,False
188,True,True,True,False
189,True,True,True,False
190,True,False,False,False
191,True,False,False,False
192,True,False,False,False
193,True,False,False,False
194,True,False,False,False
195,True,False,False,False
196,True,False,False,False
197,True,False,False,False
198,True,False,False,False
199,True,False,False,False
200,True,False,False,False
201,True,False,False,False
202,True,False,False,False
203,True,False,False,False
204,True,False,False,False
205,True,False,False,False
206,True,False,False,False
207,True,False,False,False
208,True,False,False,False
209,True,False,False,False
210,True,False,False,False
211,True,False,False,False
212,True,False,False,False
213,True,False,False,False
214,True,False,False,False
215,True,False,False,False
216,True,False,False,False
217,True,False,False,False
218,True,False,False,False
219,True,False,False,False
220,True,False,False,False
221,True,False,False,False
222,True,False,False,False
223,True,False,False,False
224,True,False,False,False
225,True,False,True,False
226,True,False,True,False
227,True,False,False,False
228,True,False,False,False
229,True,False,False,False
230,True,False,False,False
231,True,False,False,False
232,True,False,False,False
233,True,False,False,False
234,True,False,False,False
235,True,False,False,False
236,True,False,False,False
237,True,False,False,False
238,True,False,False,False
239,True,False,True,False
240,True,False,False,False
241,True,False,True,False
242,True,False,False,False
243,True,False,False,False
244,True,False,False,False
245,True,False,False,False
246,True,False,False,False
247,True,False,False,False
248,True,False,False,False
249,True,False,False,False
250,True,False,False,False
251,True,False,False,False
252,True,False,False,False
253,True,False,True,False
254,True,False,True,False
255,True,False,True,False
256,True,False,True,False
257,True,False,True,False
258,True,False,False,False
259,True,False,False,False
260,True,False,False,False
261,True,False,True,False
262,True,False,False,False
263,True,False,False,False
264,True,False,False,False
265,True,False,False,False
266,True,False,False,False
267,True,False,True,False
268,True,False,False,False
269,True,False,False,False
270,True,False,False,False
271,True,False,True,False
272,True,False,True,False
273,True,True,True,False
274,True,False,False,False
275,True,False,False,False
276,True,True,True,False
277,True,False,False,False
278,True,False,False,False
279,True,False,False,False
280,True,False,False,False
281,True,False,False,False
282,True,False,False,False
283,True,False,False,False
284,True,False,False,False
285,True,False,False,False
286,True,False,False,False
287,True,False,False,False
288,True,False,False,False
289,True,False,False,False
290,True,False,False,False
291,True,False,False,False
292,True,False,False,False
293,True,False,False,False
294,True,False,False,False
295,True,True,False,False
296,True,False,True,False
297,True,False,False,False
298,True,False,False,False
299,True,False,False,False
300,True,False,False,False
301,True,False,False,False
302,True,False,False,False
303,True,False,False,False
304,True,False,False,False
305,True,False,False,False
306,True,False,False,False
307,True,False,False,False
308,True,False,False,False
309,True,False,False,False
310,True,False,False,False
311,True,False,False,False
312,True,False,False,False
313,True,False,False,False
314,True,False,False,False
315,True,False,False,False
316,True,False,False,False
317,True,False,False,False
318,True,False,True,False
319,True,False,True,False
320,True,False,False,False
321,True,False,False,False
322,True,False,False,False
323,True,False,False,False
324,True,False,False,False
325,True,False,False,False
326,True,False,False,False
327,True,True,True,False
328,True,False,False,False
329,True,False,False,False
330,True,False,False,False
331,True,False,False,False
332,True,False,False,False
333,True,False,False,False
334,True,False,False,False
335,True,False,False,False
336,True,False,False,False
337,True,False,False,False
338,True,False,False,False
339,True,False,True,False
340,True,False,False,False
341,True,False,False,False
342,True,False,False,False
343,True,False,False,False
344,True,False,True,False
345,True,False,False,False
346,True,False,False,False
347,True,False,True,False
348,True,False,False,False
349,True,False,False,False
350,True,True,True,False
351,True,False,False,False
352,True,False,False,False
353,True,False,False,False
354,True,False,False,False
355,True,False,False,False
356,True,False,False,False
357,True,False,True,False
358,True,False,True,False
359,True,False,True,False
360,True,False,False,False
361,True,False,False,False
362,True,False,False,False
363,True,False,False,False
364,True,False,False,False
365,True,False,False,False
366,True,False,False,False
367,True,False,False,False
368,True,False,False,False
369,True,False,False,False
370,True,False,False,False
371,True,False,False,False
372,True,False,False,False
373,True,False,False,False
374,True,False,False,False
375,True,False,False,False
376,True,False,False,False
377,True,False,False,False
378,True,False,False,False
379,True,False,False,False
380,True,False,False,False
381,True,False,False,False
382,True,False,False,False
383,True,False,False,False
384,True,False,False,False
385,True,False,False,False
386,True,False,False,False
387,True,False,False,False
388,True,False,False,False
389,True,False,False,False
390,True,False,False,False
391,True,False,False,False
392,True,False,False,False
393,True,False,False,False
394,True,False,False,False
395,True,False,False,False
396,True,False,False,False
397,True,False,False,False
398,True,False,False,False
399,True,False,False,False
400,True,True,True,False
401,True,False,False,False
402,True,False,False,False
403,True,False,False,False
404,True,True,True,False
405,True,False,False,False
406,True,False,False,False
407,True,False,False,False
408,True,False,False,False
409,True,False,False,False
410,True,False,False,False
411,True,False,False,False
412,True,False,False,False
413,True,False,False,False
414,True,False,False,False
415,True,False,False,False
416,True,False,False,False
417,True,False,False,False
418,True,False,False,False
419,True,False,False,False
420,True,False,False,False
421,True,False,False,False
422,True,False,False,False
423,True,False,False,False
424,True,False,False,False
425,True,False,False,False
426,True,False,False,False
427,True,False,False,False
428,True,False,False,False
429,True,False,False,False
430,True,False,False,False
431,True,False,False,False
432,True,False,False,False
433,True,False,False,False
434,True,False,False,False
435,True,False,False,False
436,True,False,False,False
437,True,False,False,False
438,True,False,False,False
439,True,False,False,False
440,True,False,False,False
441,True,False,False,False
442,True,False,False,False
443,True,False,False,False
444,True,False,False,False
445,True,True,True,False
446,True,False,False,False
447,True,False,False,False
448,True,False,False,False
449,True,True,True,False
450,True,False,False,False
451,True,False,False,False
452,True,False,False,False
453,True,False,False,False
454,True,False,False,False
455,True,False,False,False
456,True,False,False,False
457,True,False,False,False
458,True,False,False,False
459,True,False,False,False
460,True,False,False,False
461,True,False,False,False
462,True,False,True,False
463,True,False,False,False
464,True,False,False,False
465,True,False,False,False
466,True,False,False,False
467,True,False,False,False
468,True,False,False,False
469,True,False,False,False
470,True,False,False,False
471,True,False,False,False
472,True,False,False,False
473,True,False,False,False
474,True,False,False,False
475,True,False,False,False
476,True,False,False,False
477,True,False,False,False
478,True,False,True,False
479,True,False,False,False
480,True,False,True,False
481,True,False,False,False
482,True,False,True,False
483,True,False,False,False
484,True,False,False,False
485,True,False,False,False
486,True,False,False,False
487,True,False,False,False
488,True,False,False,False
489,True,False,False,False
490,True,False,False,False
491,True,False,False,False
492,True,False,False,False
493,True,False,False,False
494,True,False,False,False
495,True,False,False,False
496,True,False,False,False
497,True,False,False,False
498,True,False,False,False
499,True,True,True,False
500,True,False,False,False
501,True,True,True,False
502,True,False,False,False
503,True,False,False,False
504,True,False,False,False
505,True,False,True,False
506,True,False,True,False
507,True,False,True,False
508,True,False,True,False
509,True,False,True,False
510,True,True,True,False
511,True,False,False,False
512,True,False,False,False
513,True,False,False,False
514,True,False,False,False
515,True,False,False,False
516,True,False,False,False
517,True,False,False,False
518,True,False,False,False
519,True,False,False,False
520,True,True,True,False
521,True,False,False,False
522,True,False,False,False
523,True,False,False,False
524,True,False,False,False
525,True,False,False,False
526,True,False,False,False
527,True,False,False,False
528,True,False,False,False
529,True,False,False,False
530,True,False,False,False
531,True,False,False,False
532,True,False,False,False
533,True,False,False,False
534,True,False,False,False
535,True,False,False,False
536,True,False,False,False
537,True,False,False,False
538,True,False,False,False
539,True,False,False,False
540,True,False,False,False
541,True,False,False,False
542,True,False,False,False
543,True,False,False,False
544,True,False,False,False
545,True,True,True,False
546,True,False,True,False
547,True,True,True,False
548,True,False,False,False
549,True,False,False,False
550,True,False,False,False
551,True,False,False,False
552,True,False,False,False
553,True,False,False,False
554,True,False,False,False
555,True,False,False,False
556,True,False,False,False
557,True,False,False,False
558,True,False,False,False
559,True,False,False,False
560,True,False,False,False
561,True,False,False,False
562,True,False,False,False
563,True,False,False,False
564,True,False,False,False
565,True,False,False,False
566,True,False,False,False
567,True,False,False,False
568,True,True,True,False
569,True,False,False,False
570,True,True,True,False
571,True,False,False,False
572,True,True,True,False
573,True,True,True,False
574,True,False,False,False
575,True,False,False,False
576,True,False,False,False
577,True,False,False,False
578,True,False,False,False
579,True,False,False,False
580,True,False,False,False
581,True,False,False,False
582,True,False,False,False
583,True,False,False,False
584,True,False,False,False
585,True,False,False,False
586,True,False,False,False
587,True,False,False,False
588,True,False,False,False
589,True,True,True,False
590,True,False,False,False
591,True,False,False,False
592,True,False,False,False
593,True,False,False,False
594,True,False,False,False
595,True,False,False,False
596,True,False,False,False
597,True,False,False,False
598,True,False,False,False
599,True,False,False,False
600,True,False,False,False
601,True,False,False,False
602,True,False,False,False
603,True,False,False,False
604,True,True,True,False
605,True,False,False,False
606,True,False,False,False
607,True,False,False,False
608,True,False,False,False
609,True,False,False,False
610,True,False,False,False
611,True,False,False,False
612,True,False,False,False
613,True,False,False,False
614,True,False,False,False
615,True,True,False,False
616,True,False,False,False
617,True,False,False,False
618,True,False,False,False
619,True,False,False,False
620,True,False,False,False
621,True,False,False,False
622,True,False,False,False
623,True,False,False,False
624,True,False,True,False
625,True,False,False,False
626,True,False,False,False
627,True,False,False,False
628,True,False,False,False
629,True,False,False,False
630,True,False,False,False
631,True,False,False,False
632,True,True,True,False
633,True,True,True,False
634,True,False,False,False
635,True,True,True,False
636,True,True,True,False
637,True,False,True,False
638,True,False,True,False
639,True,False,False,False
640,True,False,False,False
641,True,False,False,False
642,True,False,False,False
643,True,False,True,False
644,True,False,True,False
645,True,False,False,False
646,True,False,False,False
647,True,False,False,False
648,True,False,False,False
649,True,False,False,False
650,True,True,True,False
651,True,True,True,False
652,True,False,True,False
653,True,False,True,False
654,True,True,True,False
655,True,False,True,False
656,True,False,False,False
657,True,False,False,False
658,True,False,True,False
659,True,False,False,False
660,True,False,False,False
661,True,False,False,False
662,True,False,False,False
663,True,False,False,False
664,True,False,False,False
665,True,False,False,False
666,True,False,False,False
667,True,False,False,False
668,True,True,True,False
669,True,True,True,False
670,True,False,False,False
671,True,False,False,False
672,True,False,False,False
673,True,False,False,False
674,True,False,False,False
675,True,False,True,False
676,True,False,False,False
677,True,False,True,False
678,True,False,False,False
679,True,False,False,False
680,True,False,False,False
681,True,False,False,False
682,True,False,False,False
683,True,False,True,False
684,True,False,True,False
685,True,False,True,False
686,True,False,True,False
687,True,False,True,False
688,True,False,True,False
689,True,False,True,False
690,True,False,False,False
691,True,False,False,False
692,True,False,False,False
693,True,False,False,False
694,True,False,False,False
695,True,False,False,False
696,True,False,False,False
697,True,False,False,False
698,True,False,False,False
699,True,False,False,False
700,True,False,False,False
701,True,False,False,False
702,True,False,False,False
703,True,False,False,False
704,True,False,False,False
705,True,False,False,False
706,True,False,False,False
707,True,False,False,False
708,True,False,True,False
709,True,False,False,False
710,True,False,False,False
711,True,False,False,False
712,True,False,False,False
713,True,False,False,False
714,True,False,True,False
715,True,False,False,False
716,True,False,True,False
717,True,False,False,False
718,True,False,False,False
719,True,False,True,False
720,True,False,False,False
721,True,False,False,False
722,True,False,False,False
723,True,False,False,False
724,True,False,False,False
725,True,False,True,False
726,True,False,True,False
727,True,False,False,False
728,True,False,False,False
729,True,False,False,False
730,True,False,False,False
731,True,False,False,False
732,True,False,False,False
733,True,False,False,False
734,True,False,False,False
735,True,False,False,False
736,True,False,False,False
737,True,False,False,False
738,True,False,False,False
739,True,False,False,False
740,True,False,False,False
741,True,False,False,False
742,True,False,False,False
743,True,False,False,False
744,True,False,False,False
745,True,False,False,False
746,True,False,False,False
747,True,False,False,False
748,True,False,False,False
749,True,False,False,False
750,True,False,False,False
751,True,False,False,False
752,True,False,False,False
753,True,False,False,False
754,True,False,False,False
755,True,False,True,False
756,True,False,True,False
757,True,False,False,False
758,True,False,False,False
759,True,False,False,False
760,True,False,True,False
761,True,False,False,False
762,True,False,False,False
763,True,False,False,False
764,True,False,False,False
765,True,False,False,False
766,True,False,False,False
767,True,True,True,False
768,True,False,False,False
769,True,False,False,False
770,True,False,False,False
771,True,False,False,False
772,True,False,False,False
773,True,True,True,False
774,True,False,False,False
775,True,False,False,False
776,True,False,False,False
777,True,False,False,False
778,True,False,False,False
779,True,False,False,False
780,True,False,False,False
781,True,False,True,False
782,True,False,False,False
783,True,False,False,False
784,True,False,False,False
785,True,False,False,False
786,True,False,False,False
787,True,False,False,False
788,True,False,False,False
789,True,False,False,False
790,True,False,True,False
791,True,False,False,False
792,True,False,False,False
793,True,False,False,False
794,True,False,False,False
795,True,False,False,False
796,True,False,False,False
797,True,False,False,False
798,True,False,False,False
799,True,False,False,False
800,True,False,False,False
801,True,False,False,False
802,True,False,False,False
803,True,False,False,False
804,True,False,False,False
805,True,False,False,False
806,True,False,False,False
807,True,False,False,False
808,True,False,False,False
809,True,False,False,False
810,True,False,False,False
811,True,False,False,False
812,True,False,False,False
813,True,False,False,False
814,True,False,False,False
815,True,False,False,False
816,True,False,False,False
817,True,False,False,False
818,True,False,False,False
819,True,False,False,False
820,True,False,False,False
821,True,False,True,False
822,True,False,False,False
823,True,False,False,False
824,True,False,True,False
825,True,False,True,False
826,True,False,True,False
827,True,False,True,False
828,True,False,False,False
829,True,False,False,False
830,True,False,False,False
831,True,False,False,False
832,True,False,False,False
833,True,False,False,False
834,True,False,False,False
835,True,False,False,False
836,True,False,False,False
837,True,False,False,False
838,True,False,False,False
839,True,False,False,False
840,True,False,False,False
841,True,False,True,False
842,True,False,False,False
843,True,False,False,False
844,True,False,True,False
845,True,False,False,False
846,True,False,False,False
847,True,False,False,False
848,True,False,False,False
849,True,False,False,False
850,True,True,True,False
851,True,False,False,False
852,True,True,True,False
853,True,True,True,False
854,True,True,True,False
855,True,False,True,False
856,True,False,True,False
857,True,False,False,False
858,True,False,False,False
859,True,False,False,False
860,True,False,False,False
861,True,False,False,False
862,True,False,False,False
863,True,False,False,False
864,True,False,False,False
865,True,False,False,False
866,True,False,False,False
867,True,False,False,False
868,True,False,False,False
869,True,False,False,False
870,True,False,False,False
871,True,False,False,False
872,True,False,False,False
873,True,False,False,False
874,True,False,False,False
875,True,False,False,False
876,True,False,False,False
877,True,False,False,False
878,True,False,False,False
879,True,False,False,False
880,True,False,False,False
881,True,False,True,False
882,True,False,True,False
883,True,False,True,False
884,True,False,True,False
885,True,False,True,False
886,True,False,True,False
887,True,False,False,False
888,True,False,True,False
889,True,False,True,False
890,True,False,True,False
891,True,False,True,False
892,True,False,True,False
893,True,False,True,False
894,True,False,True,False
895,True,False,True,False
896,True,False,True,False
897,True,False,True,False
898,True,False,True,False
899,True,False,True,False
900,True,False,False,False
901,True,False,False,False
902,True,False,False,False
903,True,False,True,False
904,True,False,False,False
905,True,False,True,False
906,True,False,False,False
907,True,False,False,False
908,True,False,False,False
909,True,False,False,False
910,True,False,False,False
911,True,False,False,False
912,True,False,False,False
913,True,False,False,False
914,True,False,False,False
915,True,False,False,False
916,True,False,False,False
917,True,False,False,False
918,True,False,False,False
919,True,False,False,False
920,True,False,False,False
921,True,False,False,False
922,True,False,False,False
923,True,False,False,False
924,True,False,False,False
925,True,False,False,False
926,True,False,False,False
927,True,True,True,False
928,True,True,True,False
929,True,False,False,False
930,True,False,False,False
931,True,False,False,False
932,True,False,False,False
933,True,False,False,False
934,True,False,False,False
935,True,False,False,False
936,True,True,False,False
937,True,True,True,False
938,True,False,False,False
939,True,False,False,False
940,True,False,True,False
941,True,False,False,False
942,True,False,False,False
943,True,False,False,False
944,True,False,False,False
945,True,False,True,False
946,True,False,False,False
947,True,False,False,False
948,True,False,False,False
949,True,False,False,False
950,True,False,False,False
951,True,False,False,False
952,True,False,False,False
953,True,False,False,False
954,True,False,False,False
955,True,False,False,False
956,True,False,False,False
957,True,False,False,False
958,True,False,True,False
959,True,False,False,False
960,True,False,False,False
961,True,False,False,False
962,True,False,True,False
963,True,False,True,False
964,True,False,True,False
965,True,False,True,False
966,True,False,True,False
967,True,True,True,False
968,True,False,False,False
969,True,False,False,False
970,True,False,False,False
971,True,False,False,False
972,True,False,False,False
973,True,False,False,False
974,True,False,False,False
975,True,False,False,False
976,True,False,False,False
977,True,False,False,False
978,True,False,False,False
979,True,False,False,False
980,True,False,False,False
981,True,False,False,False
982,True,False,False,False
983,True,False,False,False
984,True,False,False,False
985,True,False,False,False
986,True,False,False,False
987,True,False,False,False
988,True,False,False,False
989,True,False,False,False
990,True,False,False,False
991,True,False,False,False
992,True,False,True,False
993,True,True,True,False
994,True,True,True,False
995,True,True,True,False
996,True,False,False,False
997,True,False,False,False
998,True,False,False,False
999,True,False,False,False
1000,True,False,False,False
1001,True,False,False,False
1002,True,False,False,False
1003,True,False,False,False
1004,True,False,False,False
1005,True,False,False,False
1006,True,False,False,False
1007,True,False,False,False
1008,True,False,False,False
1009,True,False,False,False
1010,True,False,False,False
1011,True,False,False,False
1012,True,False,False,False
1013,True,False,False,False
1014,True,False,False,False
1015,True,False,False,False
1016,True,False,False,False
1017,True,False,False,False
1018,True,False,False,False
1019,True,False,False,False
1020,True,False,False,False
1021,True,True,True,False
1022,True,False,False,False
1023,True,False,False,False
1024,True,False,False,False
1025,True,False,False,False
1026,True,False,False,False
1027,True,False,False,False
1028,True,False,False,False
1029,True,False,False,False
1030,True,False,False,False
1031,True,False,False,False
1032,True,False,False,False
1033,True,True,True,False
1034,True,True,True,False
1035,True,False,False,False
1036,True,False,True,False
1037,True,False,False,False
1038,True,True,True,False
1039,True,False,False,False
1040,True,False,False,False
1041,True,False,False,False
1042,True,False,False,False
1043,True,False,False,False
1044,True,False,False,False
1045,True,False,False,False
1046,True,False,False,False
1047,True,False,False,False
1048,True,True,True,False
1049,True,True,True,False
1050,True,True,True,False
1051,True,False,False,False
1052,True,False,True,False
1053,True,False,False,False
1054,True,False,False,False
1055,True,False,False,False
1056,True,False,False,False
1057,True,False,False,False
1058,True,True,True,False
1059,True,True,True,False
1060,True,False,False,False
1061,True,False,False,False
1062,True,False,False,False
1063,True,False,False,False
1064,True,False,True,False
1065,True,False,False,False
1066,True,False,True,False
1067,True,False,True,False
1068,True,False,True,False
1069,True,False,False,False
1070,True,False,False,False
1071,True,False,False,False
1072,True,False,True,False
1073,True,False,True,False
1074,True,False,False,False
1075,True,False,False,False
1076,True,False,False,False
1077,True,False,False,False
1078,True,False,False,False
1079,True,False,False,False
1080,True,False,False,False
1081,True,False,False,False
1082,True,False,False,False
1083,True,False,False,False
1084,True,False,False,False
1085,True,False,False,False
1086,True,False,False,False
1087,True,False,False,False
1088,True,False,False,False
1089,True,False,False,False
1090,True,False,False,False
1091,True,False,False,False
1092,True,False,False,False
1093,True,False,False,False
1094,True,True,True,False
1095,True,False,False,False
1096,True,False,False,False
1097,True,False,True,False
1098,True,False,False,False
1099,True,False,False,False
1100,True,False,False,False
1101,True,False,False,False
1102,True,False,False,False
1103,True,True,True,False
1104,True,False,False,False
1105,True,False,True,False
1106,True,False,False,False
1107,True,False,True,False
1108,True,True,True,False
1109,True,False,False,False
1110,True,False,False,False
1111,True,False,False,False
1112,True,False,False,False
1113,True,False,False,False
1114,True,False,False,False
1115,True,False,False,False
1116,True,False,False,False
1117,True,False,False,False
1118,True,False,True,False
1119,True,False,False,False
1120,True,False,False,False
1121,True,False,False,False
1122,True,False,False,False
1123,True,False,False,False
1124,True,False,False,False
1125,True,False,False,False
1126,True,False,False,False
1127,True,False,False,False
1128,True,False,False,False
1129,True,False,False,False
1130,True,False,False,False
1131,True,False,False,False
1132,True,False,False,False
1133,True,False,False,False
1134,True,False,False,False
1135,True,False,False,False
1136,True,False,True,False
1137,True,False,True,False
1138,True,False,False,False
1139,True,False,False,False
1140,True,False,False,False
1141,True,False,True,False
1142,True,False,False,False
1143,True,False,False,False
1144,True,False,False,False
1145,True,False,False,False
1146,True,False,False,False
1147,True,False,False,False
1148,True,False,False,False
1149,True,False,False,False
1150,True,False,False,False
1151,True,True,True,False
1152,True,False,False,False
1153,True,False,False,False
1154,True,False,False,False
1155,True,False,False,False
1156,True,False,False,False
1157,True,False,False,False
1158,True,False,False,False
1159,True,False,False,False
1160,True,True,True,False
1161,True,False,False,False
1162,True,False,False,False
1163,True,False,False,False
1164,True,False,False,False
1165,True,False,True,False
1166,True,False,False,False
1167,True,False,False,False
1168,True,False,False,False
1169,True,False,False,False
1170,True,False,False,False
1171,True,False,False,False
1172,True,False,False,False
1173,True,False,False,False
1174,True,False,False,False
1175,True,False,False,False
1176,True,False,False,False
1177,True,False,False,False
1178,True,False,False,False
1179,True,True,True,False
1180,True,False,False,False
1181,True,False,False,False
1182,True,False,True,False
1183,True,False,True,False
1184,True,False,False,False
1185,True,False,False,False
1186,True,False,False,False
1187,True,True,True,False
1188,True,False,False,False
1189,True,False,False,False
1190,True,False,False,False
1191,True,False,False,False
1192,True,False,True,False
1193,True,False,False,False
1194,True,False,False,False
1195,True,False,False,False
1196,True,False,False,False
1197,True,False,False,False
1198,True,True,True,False
1199,True,False,False,False
1200,True,True,True,False
1201,True,False,True,False
1202,True,False,True,False
1203,True,False,False,False
1204,True,False,False,False
1205,True,True,True,False
1206,True,False,True,False
1207,True,True,True,False
1208,True,False,False,False
1209,True,False,False,False
1210,True,False,False,False
1211,True,False,True,False
1212,True,False,True,False
1213,True,False,False,False
1214,True,False,False,False
1215,True,False,False,False
1216,True,False,False,False
1217,True,False,False,False
1218,True,False,False,False
1219,True,False,False,False
1220,True,False,False,False
1221,True,False,False,False
1222,True,False,True,False
1223,True,False,True,False
1224,True,False,True,False
1225,True,False,False,False
1226,True,False,True,False
1227,True,True,True,False
1228,True,False,False,False
1229,True,False,True,False
1230,True,True,True,False
1231,True,False,False,False
1232,True,False,False,False
1233,True,False,False,False
1234,True,False,False,False
1235,True,True,False,False
1236,True,False,False,False
1237,True,False,False,False
1238,True,False,False,False
1239,True,False,True,False
1240,True,False,True,False
1241,True,True,True,False
1242,True,False,False,False
1243,True,True,True,False
1244,True,False,False,False
1245,True,False,False,False
1246,True,False,True,False
1247,True,False,False,False
1248,True,True,True,False
1249,True,False,True,False
1250,True,False,True,False
1251,True,False,True,False
1252,True,False,True,False
1253,True,False,False,False
1254,True,False,False,False
1255,True,False,False,False
1256,True,False,False,False
1257,True,False,True,False
1258,True,True,True,False
1259,True,False,True,False
1260,True,False,True,False
1261,True,False,False,False
1262,True,False,True,False
1263,True,False,False,False
1264,True,False,False,False
1265,True,False,False,False
1266,True,False,True,False
1267,True,False,False,False
1268,True,False,False,False
1269,True,False,False,False
1270,True,True,True,False
1271,True,False,False,False
1272,True,False,True,False
1273,True,False,True,False
1274,True,False,False,False
1275,True,True,True,False
1276,True,False,False,False
1277,True,False,False,False
1278,True,False,False,False
1279,True,False,False,False
1280,True,False,True,False
1281,True,False,False,False
1282,True,False,False,False
1283,True,False,False,False
1284,True,False,False,False
1285,True,False,False,False
1286,True,False,False,False
1287,True,False,False,False
1288,True,False,True,False
1289,True,False,True,False
1290,True,False,False,False
1291,True,False,False,False
1292,True,False,False,False
1293,True,False,False,False
1294,True,False,False,False
1295,True,False,False,False
1296,True,False,False,False
1297,True,False,False,False
1298,True,False,True,False
1299,True,False,False,False
1300,True,False,False,False
1301,True,True,True,False
1302,True,False,False,False
1303,True,False,False,False
1304,True,False,False,False
1305,True,False,False,False
1306,True,False,False,False
1307,True,False,False,False
1308,True,False,False,False
1309,True,False,False,False
1310,True,False,False,False
1311,True,False,False,False
1312,True,False,False,False
1313,True,False,False,False
1314,True,True,True,False
1315,True,False,True,False
1316,True,True,True,False
1317,True,True,True,False
1318,True,False,True,False
1319,True,False,False,False
1320,True,True,True,False
1321,True,True,True,False
1322,True,True,True,False
1323,True,False,False,False
1324,True,False,False,False
1325,True,True,True,False
1326,True,False,False,False
1327,True,False,False,False
1328,True,False,True,False
1329,True,False,False,False
1330,True,False,True,False
1331,True,False,False,False
1332,True,False,False,False
1333,True,False,False,False
1334,True,False,False,False
1335,True,False,False,False
1336,True,False,False,False
1337,True,False,False,False
1338,True,False,False,False
1339,True,False,False,False
1340,True,False,False,False
1341,True,False,False,False
1342,True,False,False,False
1343,True,False,False,False
1344,True,False,False,False
1345,True,False,False,False
1346,True,False,False,False
1347,True,False,False,False
1348,True,False,False,False
1349,True,False,False,False
1350,True,False,False,False
1351,True,False,False,False
1352,True,False,False,False
1353,True,False,False,False
1354,True,False,False,False
1355,True,False,False,False
1356,True,False,False,False
1357,True,False,False,False
